Unnamed: 0,Suomi,English
4326,pääsimme ,we made it 
4327,Julia ,Julia 
4328,cooper ,Cooper 
4329,katua ,regret 
4330,huhuu ,rumours 
4331,taitava ,skilful 
4332,vuodesta ,from the year 
4333,uskollinen ,loyal 
4334,otettu ,assumed 
4335,ostamaan ,to buy 
4336,jokaiselle ,for everyone 
4337,halusimme ,we wanted 
4338,käden ,the hand 
4339,jäljet ,trace 
4340,listan ,the list 
4341,bileet ,rave 
4342,rikkoa ,break 
4343,unelma ,dream 
4344,nauraa ,laugh 
4345,elämästäni ,of my life 
4346,maksetaan ,is paid 
4347,sukua ,kindred 
4348,peloissaan ,afraid 
4349,toivoisin ,I would hope 
4350,kauppaa ,trade 
4351,näille ,for these 
4352,valkoista ,white 
4353,ilmoitan ,I'll let you know 
4354,muuttamaan ,to change 
4355,puhuvan ,to speak 
4356,lukittu ,locked 
4357,kasvattaa ,breed 
4358,toimistoon ,to the office 
4359,tehtäväni ,my mission 
4360,rakastatko ,do you love 
4361,muistoja ,memories 
4362,kellon ,the clock 
4363,selitys ,explanation 
4364,lämmin ,warm 
4365,luotettava ,reliable 
4366,seinää ,the wall 
4367,pahempi ,worse 
4368,hävitä ,lose 
4369,käärme ,snake 
4370,kuulua ,belong 
4371,korttelin ,block 
4372,pilailetko ,Are you kidding me 
4373,sellaisesta ,of such 
4374,selviän ,I'll be fine 
4375,kirkko ,church 
4376,käsistä ,out of control 
4377,rva ,Mrs 
4378,hankalaa ,awkward 
4379,kolmessa ,in three 
4380,matkustaa ,travel 
4381,laatikko ,box 
4382,tultava ,to come 
4383,Carol ,Carol 
4384,kaduilla ,in the streets 
4385,hiljaista ,quiet 
4386,Rodney ,Rodney 
4387,asemalla ,at the station 
4388,Xvidsubs ,Xvidsubs 
4389,seonnut ,mixed up 
4390,juhlissa ,at the party 
4391,uskokaa ,believe me 
4392,pelottava ,scary 
4393,alkaen ,from 
4394,jäit ,you stayed 
4395,Aaron ,Aaron 
4396,lähtöön ,departure 
4397,riski ,risk 
4398,juttelemaan ,to chat 
4399,joudu ,have to 
4400,kirkossa ,in the church 
4401,saatoin ,i could 
4402,joukossa ,among 
4403,street ,street 
4404,pistettä ,points 
4405,tietääkseni ,as far as I know 
4406,päinvastoin ,vice versa 
4407,puolta ,side 
4408,erityistä ,special 
4409,paremmaksi ,for better 
4410,tuki ,support 
4411,istui ,was sitting 
4412,menetämme ,we lose 
4413,alakerrassa ,downstairs 
4414,käsiin ,hands 
4415,ajattelemaan ,to think 
4416,kolmannen ,the third 
4417,tuulella ,in the mood 
4418,mieheltä ,from a man 
4419,valmistaudu ,get ready 
4420,syvään ,deep 
4421,hyvällä ,with good 
4422,nauttikaa ,enjoy 
4423,näyttänyt ,showed 
4424,käsissä ,in hands 
4425,Yhdysvaltojen ,of the United States 
4426,tuomaan ,to bring 
4427,kävelemään ,to walk 
4428,tiedetään ,is known 
4429,siirrä ,move 
4430,seisoo ,standing 
4431,huomaamatta ,unawares 
4432,Angela ,Angela 
4433,Scully ,Scully 
4434,Marge ,Marge 
4435,by ,by 
4436,kutsuttu ,invited 
4437,kutsuin ,I called 
4438,rauhoittua ,calm down 
4439,lääkettä ,medicine 
4440,lounaalle ,for lunch 
4441,bella ,Bella 
4442,puntaa ,pounds 
4443,hetkeä ,moment 
4444,esi ,pre 
4445,maksoin ,i paid 
4446,lähettänyt ,sent by 
4447,aloittakaa ,get started 
4448,kaatui ,fell down 
4449,kerää ,collect 
4450,läheisiä ,close ones 
4451,olisitko ,would you 
4452,south ,south 
4453,maya ,Maya 
4454,merkin ,sign 
4455,kallis ,expensive 
4456,hullun ,crazed 
4457,tällaiseen ,to such 
4458,käskit ,you commanded 
4459,vedän ,I pull 
4460,ikkuna ,window 
4461,green ,green 
4462,koiraa ,a dog 
4463,pysymme ,we stay 
4464,oluen ,beer 
4465,jahtaa ,chasing 
4466,kasaan ,pile up 
4467,ymmärsitkö ,Did you understand 
4468,alkua ,the beginning 
4469,kadota ,disappear 
4470,käytännössä ,practically 
4471,leiki ,play 
4472,kävit ,you visited 
4473,sekunnissa ,in a second 
4474,alalla ,in the field 
4475,satu ,fairy tale 
4476,puolellani ,on my side 
4477,kauemmas ,further 
4478,kaukaa ,from afar 
4479,soturi ,warrior 
4480,fox ,fox 
4481,harvoin ,rarely 
4482,lippu ,ticket 
4483,jätetään ,will be left 
4484,siirtykää ,move on 
4485,maailmalle ,to the world 
4486,ah ,Ah 
4487,salaista ,secret 
4488,juu ,yep 
4489,täyden ,full 
4490,suunnitelmaa ,plan 
4491,jee ,yay 
4492,mahtaa ,might 
4493,sujui ,it went well 
4494,pelkkiä ,just 
4495,hotelliin ,to the hotel 
4496,taisimme ,we think 
4497,kiltisti ,nicely 
4498,sää ,weather 
4499,kunniaksi ,in honor of 
4500,päiväksi ,for a day 
4501,suunnitellut ,designed by 
4502,bisnestä ,of business 
4503,kappale ,paragraph 
4504,menetkö ,are you going 
4505,portin ,the gate 
4506,rehtori ,headmaster 
4507,loistavasti ,fine 
4508,iisisti ,coolly 
4509,vaimonne ,your wife 
4510,tapasit ,you met 
4511,suosittelen ,I recommend 
4512,Sydney ,Sydney 
4513,West ,West 
4514,päätäsi ,your head 
4515,veneen ,the boat 
4516,kalaa ,fish 
4517,Lontoossa ,in London 
4518,tilaisuutta ,opportunity 
4519,numerot ,numbers 
4520,sandy ,Sandy 
4521,nimittäin ,namely 
4522,Nicholas ,Nicholas 
4523,odotti ,waited 
4524,odotahan ,wait 
4525,pelleile ,fool around 
4526,tuleen ,into the fire 
4527,kuu ,Moon 
4528,lämmintä ,warm 
4529,ollut ,been 
4530,kusipäät ,assholes 
4531,Earl ,Earl 
4532,rennosti ,casually 
4533,kauniilta ,beautiful 
4534,Simpson ,Simpson 
4535,käsitä ,understand 
4536,lapsensa ,their children 
4537,bravo ,Bravo 
4538,laukku ,bag 
4539,kolmesta ,out of three 
4540,kertoisi ,would tell 
4541,jin ,Jin 
4542,uhkaa ,threatens 
4543,toimesta ,through the agency of 
4544,päättynyt ,finished 
4545,pelistä ,of the game 
4546,haju ,smell 
4547,tehtäväsi ,your tasks 
4548,valitsit ,you chose 
4549,vapaasti ,freely 
4550,vastasi ,answered 
4551,kosto ,revenge 
4552,onneton ,unhappy 
4553,hommaan ,get to work 
4554,nappia ,button 
4555,syyttäjä ,prosecutor 
4556,perseesi ,your ass 
4557,kävelen ,I'm walking 
4558,miehellä ,with a man 
4559,lukuun ,account 
4560,tuollaisen ,like that 
4561,kerromme ,we will tell 
4562,synnyin ,native 
4563,väitä ,argue 
4564,työstä ,from work 
4565,kysytään ,let's ask 
4566,versio ,version 
4567,ovelle ,to the door 
4568,kukas ,flower 
4569,vaikeuksissa ,in trouble 
4570,ehdotus ,proposal 
4571,jatkat ,you continue 
4572,isoäiti ,grandmother 
4573,uskalla ,dare 
4574,vaikutus ,effect 
4575,uskoisin ,i would believe 
4576,kerrottu ,double 
4577,takanasi ,behind you 
4578,riittävästi ,sufficiently 
4579,valinnut ,chose 
4580,kotini ,my home 
4581,demoni ,demon 
4582,Freddy ,Freddy 
4583,kokoa ,the size 
4584,päivälliselle ,for dinner 
4585,hiljainen ,quiet 
4586,saammeko ,can we 
4587,siirretään ,will be transferred 
4588,tervetulleeksi ,welcome 
4589,päästän ,I let go 
4590,mukavalta ,comfortable 
4591,samppanjaa ,champagne 
4592,pojalle ,for the boy 
4593,kadulle ,to the street 
4594,kuulitte ,you heard 
4595,murhan ,murder 
4596,YK ,UN 
4597,itkeä ,cry 
4598,pitkää ,long 
4599,signaali ,signal 
4600,ensimmäiseksi ,first 
4601,mi ,mi 
4602,tauti ,disease 
4603,itseasiassa ,in fact 
4604,todistaja ,witness 
4605,välillämme ,between us 
4606,saisimme ,we would get 
4607,Ronnie ,Ronnie 
4608,tietty ,certain 
4609,vaikutat ,you influence 
4610,Clay ,Clay 
4611,aikuinen ,adult 
4612,vedessä ,in the water 
4613,suutele ,kiss 
4614,kaikin ,everything 
4615,saarelle ,to the island 
4616,uskomattoman ,incredibly 
4617,kahvi ,coffee 
4618,lopetti ,stopped 
4619,toivotaan ,let's hope 
4620,aloitin ,I started 
4621,alkuun ,to the beginning 
4622,Jonathan ,Jonathan 
4623,kädessä ,on 
4624,autoit ,cars 
4625,kysyit ,you asked 
4626,ymmärtämään ,to understand 
4627,kätenne ,your hand 
4628,viereen ,beside 
4629,kävisikö ,would it be possible 
4630,nimeään ,to his name 
4631,jokaisessa ,in each one 
4632,yksikkö ,unit 
4633,Rooman ,Roman 
4634,aamun ,the morning 
4635,ruohoa ,grass 
4636,King ,King 
4637,Ian ,Ian 
4638,toimiiko ,does it work 
4639,to ,Thu 
4640,menikö ,did i go 
4641,man ,man 
4642,parka ,poor 
4643,josh ,Josh 
4644,huomata ,note 
4645,ikään ,age 
4646,poikaystäväsi ,your boyfriend 
4647,kansan ,public 
4648,pyytämään ,to ask for 
4649,tapahtumat ,proceedings 
4650,pilvessä ,stoned 
4651,asiani ,my thing 
4652,kädestä ,from the hand 
4653,sairaala ,hospital 
4654,kävelee ,walks 
4655,paikoillanne ,in your places 
4656,järjetöntä ,absurd 
4657,hyökätä ,attack 
4658,syöt ,you eat 
4659,omasi ,yours 
4660,show ,show 
4661,tuntuuko ,Do you feel 
4663,Amerikkaan ,to America 
4664,rakkaudesta ,for love 
4665,viitsikö ,do you mind 
4666,tunnemme ,we feel 
4667,hampaat ,teeth 
4668,paketti ,package 
4669,kaltaisesi ,like you 
4670,käteistä ,cash 
4671,luopua ,abandon 
4672,yksinkertaisesti ,simply 
4673,sonny ,Sonny 
4674,sokeria ,sugar 
4675,Stanley ,Stanley 
4676,lähistöllä ,nearby 
4677,tiennytkään ,didn't know 
4678,vakooja ,spy 
4679,teko ,artificial 
4680,tunnista ,recognize 
4681,tahtoisin ,I would like to 
4682,hoidat ,you take care 
4683,samasta ,of the same 
4684,elävä ,living 
4685,joseph ,joseph 
4686,seurasi ,followed 
4687,pettänyt ,betrayed 
4688,yksiköt ,units 
4689,ihmeen ,wonder 
4690,tuot ,you bring 
4691,Willie ,Willie 
4692,pystyi ,could 
4693,lahjakas ,talented 
4694,esittelen ,I present 
4695,lähempänä ,closer 
4696,osoitteen ,address 
4697,auttaisi ,would help 
4698,Pariisiin ,to Paris 
4699,veto ,bet 
4700,ainoan ,the only one 
4701,itä ,east 
4702,metsään ,to the forest 
4703,olethan ,you are 
4704,ajattelevat ,are thinking 
4705,ihmiskunnan ,of mankind 
4706,Tracy ,Tracy 
4707,taistelua ,fight 
4708,aluksella ,on shipboard 
4709,suunniteltu ,scheduled 
4710,puheenjohtaja ,chairman 
4711,työskennellyt ,worked 
4712,kotiisi ,to your home 
4713,siinäpä ,that's it 
4714,kolmea ,three 
4715,rauhallinen ,quiet 
4716,sopia ,fit 
4717,kunniaa ,honor 
4718,hetkenä ,in a moment 
4719,heitän ,i throw 
4720,rannalle ,to the beach 
4721,betty ,Betty 
4722,drinkin ,a drink 
4723,syömme ,we eat 
4724,seiso ,stand up 
4725,rahoista ,of the money 
4726,pojasta ,about the boy 
4727,kärsiä ,suffer 
4728,ylittää ,exceed 
4729,ainoat ,the only ones 
4730,puoleen ,half 
4731,Shane ,Shane 
4732,jutussa ,in the story 
4733,tauko ,break 
4734,selvästikin ,obviously 
4735,tottele ,obey 
4736,laulun ,the song 
4737,siellä ,there 
4738,silmänsä ,his eyes 
4739,aikanaan ,in due course 
4740,tärkeämpää ,more important 
4741,vaati ,demanded 
4742,putoaa ,falls 
4743,loi ,created 
4744,punaista ,red 
4745,naama ,face 
4746,Lontooseen ,To London 
4747,sellaiset ,such 
4748,Sophie ,Sophie 
4749,toimin ,I acted 
4750,varmaa ,for sure 
4751,muistin ,I remembered 
4752,ansaitset ,you deserve 
4753,karata ,elope 
4754,uni ,sleep 
4755,pysyvät ,are permanent 
4756,yritätte ,you try 
4757,syyni ,my reason 
4758,Dennis ,Dennis 
4759,käytit ,you used 
4760,palan ,I'm burning 
4761,tuijotat ,you stare 
4762,panee ,put 
4763,saksalaiset ,the germans 
4764,Neil ,Neil 
4765,tappaminen ,killing 
4766,varastit ,you stole 
4767,loukata ,violate 
4768,penny ,penny 
4769,ylpeitä ,proud 
4770,aviomies ,husband 
4771,Michelle ,Michelle 
4772,osaavat ,know how 
4773,tarinaa ,story 
4774,lukien ,from 
4775,eläimet ,the animals 
4776,luulla ,think 
4777,sunnuntaina ,on Sunday 
4778,kerroitko ,Did you tell 
4779,Elaine ,Elaine 
4780,vaihe ,step 
4781,kotiini ,to my home 
4782,pystyyn ,up 
4783,vuodet ,years 
4784,halki ,through 
4785,Ricky ,Ricky 
4786,toveri ,comrade 
4787,kokemusta ,experience 
4788,kärsii ,suffers 
4789,mainita ,mention 
4790,varoitan ,I warn you 
4791,lennä ,fly 
4792,kirjoitettu ,written 
4793,tupakkaa ,tobacco 
4794,santa ,sand 
4795,ottaisin ,I would take it 
4796,murhaa ,murder 
4797,randy ,Randy 
4798,olisipa ,would be 
4799,kokeillaan ,let's try 
4800,tilalle ,in place of 
4801,ystävää ,a friend 
4802,palatkaa ,come back 
4803,aseeni ,my gun 
4804,ollutkin ,was 
4805,autamme ,we help 
4806,huomaat ,you notice 
4807,pitkät ,long ones 
4808,urhea ,brave 
4809,poikaystäväni ,my boyfriend 
4810,ollessa ,while being 
4811,olut ,beer 
4812,taistelemme ,we fight 
4813,Ashley ,Ashley 
4814,Anthony ,Anthony 
4815,legenda ,legend 
4816,Jeesuksen ,of Jesus 
4817,ellette ,unless you 
4818,paikkaansa ,in place 
4819,luodin ,the bullet 
4820,jäljelle ,left behind 
4821,kaivaa ,dig 
4822,näyttääkö ,does it seem 
4823,sanottuna ,that being said 
4824,ihanko ,Absolutely 
4825,menetän ,i lose 
4826,kilttejä ,kind ones 
4827,vastoin ,contrary to 
4828,odottaneet ,have been waiting for 
4829,hienon ,great 
4830,kuuleeko ,can you hear 
4831,raportti ,report 
4832,vihaat ,you hate 
4833,korvata ,replace 
4834,tunteja ,hours 
4835,väitätkö ,Do you claim? 
4836,hyökkäyksen ,the attack 
4837,niinku ,like that 
4838,menetät ,you lose 
4839,hukkaan ,wasted 
4840,murtunut ,broken 
4841,illalliselle ,for dinner 
4842,upseeri ,officer 
4843,etsitte ,you are looking for 
4844,nauhan ,tape 
4845,ääneen ,aloud 
4846,saavuttaa ,reach 
4847,kanaa ,chicken 
4848,mielestään ,in his opinion 
4849,tyttärenne ,your daughter 
4850,tule ,come on 
4851,oletko ,are you 
4852,setäni ,my uncle 
4853,aiotteko ,are you going to 
4854,kokeita ,experiments 
4855,ryhtyä ,start 
4856,syvällä ,deep 
4857,näkivät ,saw 
4858,nukun ,i sleep 
4859,ajattelimme ,we thought 
4860,lähdetkö ,are you leaving 
4861,viimeisenä ,last 
4862,black ,black 
4863,Marshall ,Marshall 
4864,kutsuttiin ,was invited 
4865,valehteli ,lied 
4866,päässeet ,have reached 
4867,ystäviäni ,my friends 
4868,tämäpä ,this one 
4869,Walker ,Walker 
4870,löysitte ,you found 
4871,tyhmiä ,fools 
4872,työntää ,push 
4873,oliver ,Oliver 
4874,lentäjä ,pilot 
4875,apuani ,my help 
4876,ajatteli ,thought 
4877,kung ,king 
4878,karhu ,bear 
4879,harkita ,consider 
4880,puuta ,of wood 
4881,Harold ,Harold 
4882,annettu ,given 
4883,piittaa ,to care 
4884,kysymystä ,question 
4885,munia ,lay eggs 
4886,kohteen ,of the object 
4887,seurannut ,followed 
4888,voitat ,you win 
4889,kiinnostavaa ,interesting 
4890,vaarallisia ,dangerous 
4891,lakimies ,lawyer 
4892,lehti ,leaf 
4893,kaupassa ,in the store 
4894,katsovat ,are watching 
4895,syvälle ,deep 
4896,vapauta ,release 
4897,aioit ,you were going to 
4898,varmistan ,I will make sure 
4899,majesteettinne ,your majesty 
4900,jollekulle ,to someone 
4901,voitamme ,we will win 
4902,Sebastian ,Sebastian 
4903,sittenhän ,well then 
4904,junior ,junior 
4905,ali ,under 
4906,saari ,island 
4907,aseman ,position 
4908,treffeille ,for a date 
4909,vuosiin ,for years 
4910,monen ,multi 
4911,välein ,every 
4912,myöten ,down to 
4913,pakene ,run away 
4914,hallitsee ,dominates 
4915,minkään ,nothing 
4916,ehtiä ,reach 
4917,onnelliseksi ,to be happy 
4918,kylään ,to the village 
4919,annatte ,you give 
4920,taisteluun ,to battle 
4921,Casey ,Casey 
4922,ihmisiin ,to people 
4923,yksikin ,even one 
4924,löydätte ,you will find 
4925,valetta ,lie 
4926,kuolemaansa ,to his death 
4927,Duke ,Duke 
4928,numeroa ,number 
4929,keisari ,emperor 
4930,Stephen ,Stephen 
4931,hmm ,hmm 
4932,mustasukkainen ,jealous 
4933,Buffy ,Buffy 
4934,löytyykö ,can be found 
4935,pomoni ,my boss 
4936,sekoittaa ,confuse 
4937,moottori ,engine 
4938,purkaa ,land 
4939,kutsukaa ,invite 
4940,säälittävä ,pathetic 
4941,Ford ,Ford 
4942,omistan ,I own 
4943,itsekään ,myself too 
4944,kateellinen ,envious 
4945,muutoksia ,changes 
4946,suunta ,direction 
4947,palasin ,i came back 
4948,Jessica ,Jessica 
4949,kuolleiden ,of the dead 
4950,pystyä ,can 
4951,maista ,taste 
4952,kokki ,cook 
4953,tuohan ,that 
4954,luoksemme ,to us 
4955,tulevaisuudessa ,in the future 
4956,katse ,look 
4957,ajamaan ,to drive 
4958,tylsä ,boring 
4959,hevoset ,horseflesh 
4960,tarjoilija ,Waiter 
4961,erinomainen ,excellent 
4962,poliisien ,the police officers 
4963,henkilöä ,person 
4964,asunut ,lived in 
4965,toimivan ,to work 
4966,pyörii ,spins 
4967,pahat ,the bad ones 
4968,esitä ,present 
4969,ensimmäisellä ,on the first one 
4970,vakuutan ,I assure you 
4971,istuin ,seat 
4972,kertoivat ,told 
4973,hädin ,barely 
4974,Rob ,Rob 
4975,rentoutua ,relax 
4976,käytöstä ,of use 
4977,seisomaan ,to stand up 
4978,samana ,the same 
4979,manny ,Manny 
4980,lapsista ,about children 
4981,edustaa ,represent 
4982,Davis ,Davis 
4983,robotti ,robot 
4984,kakkua ,cake 
4985,huomiseen ,until tomorrow 
4986,näitte ,you saw 
4987,vastaavaa ,equivalent 
4988,virta ,power 
4989,mahtavia ,awesome 
4990,huonot ,the bad ones 
4991,loppujen ,the rest 
4992,kuvaan ,to the picture 
4993,laula ,Sing 
4994,hakee ,is applying 
4995,planeetalla ,on the planet 
4996,tapauksen ,the case 
4997,leikkimään ,to play 
